Collected 234 unique feed items

 auth_type |  follower_count |        source        |                  title                   | article_url
[PERSONAL] |           69288 |       北极苍狼如是说        |                   姊妹花                    | https://www.toutiao.com/article/7618415275259544115/
[PERSONAL] |          121001 |         半截的诗         |       我在河边捞鱼，救起一个一丝不挂的姑娘，两年后她非要嫁给我       | https://www.toutiao.com/article/7615550084754719251/
[PERSONAL] |              64 |       微醺喝水的海姨        |                  姑姑的哥哥                   | https://www.toutiao.com/article/7618783683088007716/
  [AUTH-6] |          112354 |         媛媛妈          |              中华民间故事311：近朱者赤              | https://www.toutiao.com/article/7618414322255004212/
[PERSONAL] |            1056 |       谢珊纯7I6y        |       老乡见老乡，两眼泪汪汪，在你最狐孤独時，就送到你面前！        | https://www.toutiao.com/article/7618447799998251574/
[PERSONAL] |             872 |         正直聪聪         |     太绝了！这幅画里藏着6张人脸，90%的人看第一眼都忽略，你能找全     | https://www.toutiao.com/article/7617062569357869622/
  [AUTH-6] |             182 |       广大大出海笔记        |       3月重磅新游盘点：4399、朝夕光年、点触科技出海混战！       | https://www.toutiao.com/article/7616261298778554880/
  [AUTH-6] |           81095 |        爆侃数码圈         |        哪个品牌的游戏手柄口碑最好？十大最佳pc游戏手柄推荐        | https://www.toutiao.com/article/7616577726480155145/
[PERSONAL] |           14106 |        王者大聚集1        |      一旦敌方对抗路选吕布，你就去玩这4位边路英雄！就能把吕布虐爆      | https://www.toutiao.com/article/7617444866246640168/
  [AUTH-6] |            6899 |        时来不运转         |      腾讯网易突然“海外大撤军”：游戏圈的“洋务运动”彻底凉了？       | https://www.toutiao.com/article/7618150414643380782/
[PERSONAL] |           17665 |        游戏搬砖狗蛋        |     游戏搬砖，12年一直到26年的自由交易手游，整理好了攻略记得收藏     | https://www.toutiao.com/article/7598271415455842857/
  [AUTH-0] |           22131 |         阿朱啊          |      《她的盛焰》饶雨瓷一举三得！被绕树生打得那一巴掌，在意料之内      | https://www.toutiao.com/article/7618091057686921766/
  [AUTH-6] |            1360 |        允墨聊游戏         |     S43更新时间确定！4月开始迎来新一轮皮肤雨，6款传说皮肤上架      | https://www.toutiao.com/article/7617386085173477929/
  [AUTH-6] |          255208 |         科技大事         |     掌趣科技旗下应用曾超范围收集个人信息被通报 副总季久云有关注吗      | https://www.toutiao.com/article/7618406619038122546/

============================================================
Summary: total=181, auth_type=5: 8, auth_type=other: 107, no_auth(personal): 66, no_info: 0
